,COVID,shoot+to+kill,oust,public+transportation,mental+health,pwd,quarantine,social amelioration,subpoena,arrest,protesta,volunteer,disinformation,duterte,freedom of speech,LGBT,gay,human rights,prisoners,senior+citizen,upa,rent,unemployment,salary,sweldo,work,censorship,trabaho,ayuda,relief+goods,police,abogado,pulis,PNP,AFP,military,militar,fake+news,reklamo,checkpoint,social+distancing,lockdown,rapid testing,mass+testing,testing,pandemic,corona virus,coronavirus,karapatan,karapatang+pantao,human+rights
work,0.23142740302889855,0.6371305038448893,-0.18895761691216717,0.3944515234587055,0.6822523535721263,0.1884982753616453,0.17390178833629577,0.009973769015208436,0.15984604226508858,0.060813592297396836,0.16381813991934602,0.2721696801774862,0.048309905947755645,0.27301501157297575,0.02116141263153438,0.31766509362157835,-0.6639312212984925,0.4178026536038825,-0.005650051835765525,0.42173225252277113,-0.06873157972914036,-0.1449898656216249,0.2901725889949404,0.17646419096533233,-0.10058592351901335,1.0,0.04034310549069663,0.33921242737308144,0.09676378372371666,0.45136139109928,0.4297693293257423,0.020552520323975376,-0.02419123122092237,0.26538913255495716,0.2002303557538979,-0.06747130940336687,0.28631566153515137,0.5151068280385745,-0.004414338203574996,-0.022098237645001843,0.5812733072015105,0.22703582443723339,0.0904251290948774,-0.32758315069708355,0.5900760272744543,0.2488258817152428,0.1026505862154557,0.11007836275998417,0.4636986015995069,0.34879930914910706,0.5673536121717837
censorship,-0.05037330041491607,0.16438803966868737,-0.09338104990672952,-0.08924112223421964,0.017710827955877254,0.01714819449676943,-0.1403490973579031,-0.11046938566063177,0.053705758887515234,-0.13206254325348943,-0.02739038031623206,0.019313082652568918,0.022321978571767806,-0.01099058924144349,-0.019304002254084844,0.16944133216558377,-0.042023020547732895,0.0718706754073693,-0.0036254470740641983,0.0988113950940311,0.09770808336697064,-0.036463271988149595,0.05181668246801776,-0.06823845036347942,0.05328854627283095,0.04034310549069663,1.0,0.10709735775090991,-0.13528274410332466,-0.04562845045629091,-0.021084496407064043,0.16873712789523743,-0.02411083784401823,-0.026809019799476662,-0.0771870982292215,0.025512230739765076,-0.11154329484971028,-0.1987245713176273,0.09651545520979946,-0.13543379219795626,0.10069360984815556,-0.06820918778236011,0.026234219315711925,0.26359579713495895,-0.00014508456929010323,-0.06938255283181688,-0.16736939364271192,-0.15769498571355298,0.1589624917596315,0.18735484997211518,0.060614122122183374
trabaho,0.03779282911511191,0.5221027619699609,-0.15482951051049965,0.3271742686418411,0.4550023489984177,0.20846940460252572,-0.11279893288972057,-0.055374093771349664,0.18204574787534364,0.16487853778421918,0.36383514834985464,0.0634061330194027,-0.021413695916898266,-0.09451054208808882,-0.027925817443790586,0.006216275281827445,-0.31696069689318074,0.3967717775194081,0.15871160752812158,0.4043469028778497,-0.26276948764931274,-0.09979786096077745,0.38593634830441065,0.08118755465045573,-0.012800262561753595,0.33921242737308144,0.10709735775090991,1.0,0.16124109001616035,0.24481880128015193,0.395212046581313,-0.017083752544834775,0.10856777693254122,0.3068662259338705,-0.06613220068041274,-0.16361450042547548,0.09688343774212248,-0.1463627504591184,-0.08066343568176845,-0.16490607218061393,0.537888903739701,-0.1078286718783775,-0.0436150281184472,0.006019225552310719,0.42706441785775495,-0.016553676048954625,-0.053284990777517575,-0.08071181988826802,0.44694183562827,0.450891744413377,0.4800633036905232
ayuda,0.18137830522284518,0.1526111615423608,-0.16769793550342532,0.18153418062478446,0.19421186956702033,0.028205463812887906,0.21211560636790944,0.16065922242385977,0.3731862047411145,-0.029091527048508033,0.20559406548338038,-0.09019371768542794,-0.10482589480447337,0.031833339115864966,0.09944163143159024,-0.16648675829157294,-0.221507338804435,0.10627145966342182,0.07047368294804274,0.025188691917881874,-0.127982457500873,-0.13210695393104052,0.06059936597136739,-0.06687962289450741,-0.12583952666646558,0.09676378372371666,-0.13528274410332466,0.16124109001616035,1.0,0.08848237368917186,0.09654715675882149,0.023403122780297343,0.09861315298165652,0.07671269375231571,-0.05873677009260407,-0.05019315724954906,0.20678302399557627,0.031570943773870264,-0.20781018780897462,-0.009419531573158259,0.19304821412944592,0.12384912605236426,-0.09481678971409907,-0.18376563955125216,0.3463924923889001,0.11955717180602782,0.2764893885346848,0.26150513574755613,0.14277075177941934,0.15909500094442053,0.1808995824194686
relief+goods,0.10468217557278843,0.42293077628090664,-0.17191139544702172,0.2423092557985433,0.4546323469621165,0.21216354484277788,0.07997581662361997,0.07434606340776662,0.1378704124148387,0.14713051960650791,0.10008654133514695,0.33326113774665084,-0.10366537828726079,0.17452527999168957,0.016461625880127454,0.10408783529388385,-0.5576452428578434,0.29795511794821533,0.23833128154983263,0.24928619014799436,-0.10458926486614867,-0.018685157609524623,0.3526746163537971,0.19282007611398508,0.14310069844204093,0.45136139109928,-0.04562845045629091,0.24481880128015193,0.08848237368917186,1.0,0.39851992118340296,-0.10576134750486679,-0.057577623496045914,0.14003571967243555,0.35632784875430423,-0.06997444155135671,0.3486127365032744,0.17109485235357963,-0.21568836622235735,-0.14757699438170774,0.38549627512679013,0.14538284922700262,-0.1396221657325553,-0.27953457626260864,0.39825282711865734,0.14439662033665637,0.04247855157032477,0.056734754561641794,0.2323761138392783,0.17928410130722955,0.38997817202460955
police,-0.054108368101056965,0.5784466083715448,-0.0776170150137947,0.4668962951467349,0.5798089517119973,0.3084499078403939,-0.07533970314409094,-0.03192963152015272,0.19636109113366576,0.07631984062375667,0.1604081455525612,0.11696432104671252,-0.08155790941649298,0.08469699506906758,0.03743303217218243,0.24199175072729007,-0.5680167769489967,0.49760266716316304,-0.01631380113933921,0.6070025486998666,-0.13821473522036662,0.088752783904253,0.4796301848448298,0.37603736348071837,0.07497077105428811,0.4297693293257423,-0.021084496407064043,0.395212046581313,0.09654715675882149,0.39851992118340296,1.0,0.03790776624675459,0.1799407474618989,0.3095362229159533,0.22475774866740703,0.04518786024974985,0.2837465962629874,-0.035067751866954565,-0.08682059182181029,-0.08804556322296954,0.5887268549843266,-0.0313740699484716,-0.024445169286359234,-0.46670677289348833,0.5068114689297338,-0.03627754817474591,-0.038525056770783404,-0.059608325870003746,0.46508666976934265,0.4732403339718569,0.5717729384973856
abogado,0.0013546480833218641,0.19377333722780102,-0.005536610074562551,0.16637332881482658,0.16544295467242087,-0.04728066383724733,0.006890447570836992,0.012048020180472395,0.18446100326039225,0.01605402816911697,0.09058992324372182,-0.026208394498401292,-0.11640332234698518,-0.09977225468509024,0.21791037136446617,-0.009693271146874873,-0.050714491645613265,0.12957402274834273,0.05685324319250775,0.21351733667088418,0.05324595787794342,-0.20490320031508882,0.0669226819738652,-0.06460120301888572,-0.16743481728844492,0.020552520323975376,0.16873712789523743,-0.017083752544834775,0.023403122780297343,-0.10576134750486679,0.03790776624675459,1.0,0.014331288458362582,-0.005155492848194604,-0.19026892969976522,-0.13671845786168355,-0.05551119982558058,-0.14671935351465956,-0.02501351617235731,0.1697519099438772,0.1590854152170633,-0.09532709530913562,0.3532399549022777,-0.1007722420736429,0.12072954467411369,-0.0762464839048704,0.11391942764895663,0.09535278574230541,0.2128152151452371,0.18541363385290213,0.21230615507788875
pulis,-0.17183021821128255,0.01875865928771855,-0.016467311207698374,0.08583457263097226,0.06039881827100914,0.11065399796384658,-0.18663070982059393,-0.05945829050880033,-0.08166009467168132,0.03788941373182907,0.21416872798929804,-0.09431541633383254,0.08249994721000461,-0.08477642668607946,0.3448679270521854,0.08186814851823178,-0.09881940386400763,0.09316664450342571,-0.05045905201745664,0.2724546605363242,-0.17460499459113069,0.13402964380917687,0.06107182977611029,0.12878544915195786,0.14718749360385155,-0.02419123122092237,-0.02411083784401823,0.10856777693254122,0.09861315298165652,-0.057577623496045914,0.1799407474618989,0.014331288458362582,1.0,-0.031481216104071896,-0.11312992432187835,-0.10910158917340308,0.2470084118249131,-0.2697193544813495,0.013201440133322829,-0.07684336153185285,0.07244888490343834,-0.15424031034370292,-0.01811193205303246,-0.06614554709710428,0.06033378852079878,-0.16519192759556495,-0.13117273916241665,-0.11181495435054184,0.1070699064638921,0.0849809313831026,0.09039207392246969
PNP,-0.05919310945276321,0.29359223945652885,0.06581249435119146,0.3493018705574715,0.3880849687599611,0.2235498875103376,-0.059624545609594216,0.23938914935042538,0.13720322263291324,-0.05651892540264752,0.03685660830771264,0.24972929224433474,0.06987259648755349,-0.016328895298557442,-0.13122104975739007,0.0743345098752096,-0.420785999329051,0.2458865810514534,0.01033922738981549,0.3713878110672006,0.0043514986722795,0.048353106901181366,0.3294230783256924,0.2559625566775045,-0.025986993558521857,0.26538913255495716,-0.026809019799476662,0.3068662259338705,0.07671269375231571,0.14003571967243555,0.3095362229159533,-0.005155492848194604,-0.031481216104071896,1.0,0.20439727531597698,-0.09728711209801928,0.26794171159258545,-0.0547207371641017,0.14288946646074838,-0.08123517811443132,0.30944620080592267,-0.05437109585737836,0.049536197131347534,-0.3495746220362839,0.4510212814656515,-0.03073540101667018,0.26164751593619134,0.23223551789292166,0.20986516503897099,0.17734551937746468,0.37143719342715537
AFP,0.07493807323817746,0.14577165115151924,-0.1489783215255882,0.2740402642353435,0.19108250460467388,0.12666141899569727,0.03297312129289326,0.043655228040042855,0.08810187494967195,-0.016569203631545473,-0.06604495031701813,0.2464801791548037,-0.09149943971244599,0.24014667009031135,-0.10281534048346808,0.16197493805897553,-0.24780812513585837,0.09391482275224687,-0.2621500072220972,0.04722831612633914,0.13490083170075776,0.021516446988119643,0.07965786548667636,0.15193209720044495,0.15018512392146666,0.2002303557538979,-0.0771870982292215,-0.06613220068041274,-0.05873677009260407,0.35632784875430423,0.22475774866740703,-0.19026892969976522,-0.11312992432187835,0.20439727531597698,1.0,0.14901126017885818,0.16075400008518856,0.060626717640576845,0.20595424757015188,-0.07134837768038498,0.0882650281568949,0.1645108555184387,-0.2123440409294834,-0.3649972638593805,0.20305930931967078,0.12943658830398708,-0.10234099409570277,-0.06651796566003278,0.11352229984088416,0.015450506410493291,0.04651893700078459
military,-0.004341720568557731,0.07340093250456506,-0.009931310711427208,-0.07451372413085051,0.02770447197083712,0.1937507722864133,0.040527013989201596,-0.052691331129514886,-0.13863266735633661,-0.055198298351511965,-0.014294158962950132,0.0014286481861825139,-0.0069595206600616116,0.031956108765967106,0.1814335847111955,0.4033938392945909,-0.04572009536294955,-0.06630213576972871,-0.2182519272273293,-0.0038086599751292758,0.1340511399174218,0.23146624601527963,-0.023562804723994305,0.35752091674278774,-0.20223945368380872,-0.06747130940336687,0.025512230739765076,-0.16361450042547548,-0.05019315724954906,-0.06997444155135671,0.04518786024974985,-0.13671845786168355,-0.10910158917340308,-0.09728711209801928,0.14901126017885818,1.0,-0.10314462197330036,0.16674341299235354,0.07510240579835362,0.011480380650320261,-0.043729676662296796,0.01693116084635014,-0.04548445993046987,-0.002261468724807635,0.046491847928963326,-0.013874161497724706,-0.14126518766961751,-0.1583003441326675,0.05786082649121667,-0.0362371994647124,-0.08572259924236755
militar,-0.13176751645960608,0.2619496727173686,-0.12427393301573837,0.3334986597417125,0.35965314651699476,0.12660793895035632,-0.059569863169880555,0.08050445466302233,0.1787306242888418,0.05423907800496036,-0.029214282858814986,0.05028327646650862,0.1964062563907119,-0.06388675601562492,0.1304021513171762,0.109537311708841,-0.39785502797284983,0.40922216380822013,-0.013831630269051315,0.41960860918897647,-0.08932872537665272,0.17758589395405255,0.28942200597480194,0.10267412881167681,0.1869129182083014,0.28631566153515137,-0.11154329484971028,0.09688343774212248,0.20678302399557627,0.3486127365032744,0.2837465962629874,-0.05551119982558058,0.2470084118249131,0.26794171159258545,0.16075400008518856,-0.10314462197330036,1.0,0.05347500493316766,-0.093706423638076,-0.030594145395773195,0.4905583879284305,-0.06529553295251865,-0.09144768660848908,-0.2647166728979717,0.2438183509132843,-0.06177879686053703,0.16175210943758853,0.21352084366858595,0.3579038890791648,0.25126229163941394,0.4955555674923211
fake+news,0.498762787738728,0.12910689572447065,-0.015885927551953654,0.09820258869011683,0.3024858943489317,-0.06416189062396421,0.45079424745464186,0.023345634075316347,0.0034401194634038116,0.059823230379385056,-0.15912111643099341,0.12479553896664822,0.08064076675011198,0.49946696637699106,0.06618732115801894,0.10353939285779502,-0.20531629295053017,-0.03952681114783842,-0.019547094119931344,-0.09247712236976466,-0.03699844146634447,-0.1846102146675782,-0.11479462098862774,-0.027429611404421905,-0.1831454407410202,0.5151068280385745,-0.1987245713176273,-0.1463627504591184,0.031570943773870264,0.17109485235357963,-0.035067751866954565,-0.14671935351465956,-0.2697193544813495,-0.0547207371641017,0.060626717640576845,0.16674341299235354,0.05347500493316766,1.0,0.020856183247799382,0.1665820097029858,0.08187905524990342,0.5434436617402728,-0.03690882356071949,-0.04084748246298372,0.19370326210073607,0.5211101864018215,0.34656945917921717,0.39297140127519486,-0.09112915822313764,-0.17455126540811589,0.04666772514981375
reklamo,0.03936239170745333,0.013076064326883073,0.2854181522786211,0.16864490313890407,-0.04453915518428442,-0.00519688732367948,0.0022896520764870256,-0.125775709733831,-0.0610286182928734,-0.06651954429933814,-0.027169123403615995,0.030841978450669452,-0.07986830477717055,0.1537357201194778,-0.142158195274648,0.0005549124289563644,0.06021204068896364,-0.022229025898698993,-0.16485407347500455,-0.08422914038958629,-0.08436579721984554,-0.02608012456237771,-0.0917981827521322,-0.1390210196911909,-0.1336225462351911,-0.004414338203574996,0.09651545520979946,-0.08066343568176845,-0.20781018780897462,-0.21568836622235735,-0.08682059182181029,-0.02501351617235731,0.013201440133322829,0.14288946646074838,0.20595424757015188,0.07510240579835362,-0.093706423638076,0.020856183247799382,1.0,-0.004914464683654326,-0.05463519363366974,0.09970076987360701,-0.07657991902556245,0.013744765388532854,0.06485959888674647,0.07872085677604373,-0.0959532315300396,-0.0895546171589449,-0.08523693288925009,-0.07024571326021234,-0.0774528844107704
checkpoint,0.4737883851757806,0.05594096018905562,0.29124062806762674,0.11857726393341003,0.0883424632182319,-0.22895207772155282,0.5936555565405852,-0.05118856991063897,-0.04093958292106715,0.16733654824156408,-0.006534420777429464,-0.16322681683315496,0.37435886929861434,0.16873267758795563,0.43544618766995713,-0.21286421713026432,0.16442026086382558,-0.03961023274830835,0.10910466305210562,-0.20144982764226288,-0.20026483243894022,-0.31016029141525625,-0.14547731312127457,-0.2964101806454853,-0.2258271231757481,-0.022098237645001843,-0.13543379219795626,-0.16490607218061393,-0.009419531573158259,-0.14757699438170774,-0.08804556322296954,0.1697519099438772,-0.07684336153185285,-0.08123517811443132,-0.07134837768038498,0.011480380650320261,-0.030594145395773195,0.1665820097029858,-0.004914464683654326,1.0,-0.02036183881667331,0.3312870523301814,-0.004107464645698345,-0.019818523389638246,0.031017345832843796,0.2677164297340556,0.34678726579925967,0.37933962961389817,-0.17003439114569902,-0.07001420306103825,-0.06588564071378934
social+distancing,0.07921817152622743,0.8170364945251398,-0.1012555506720712,0.5812142543206479,0.8124989415764506,0.21862893704896452,0.08293489485443438,0.042426081925498085,0.23183014735282204,0.1776013539917094,0.23123577814221905,-0.0012568567707160658,0.038771459727618335,0.11718673012961614,0.15796415622812843,0.19887438867355975,-0.6019209823361015,0.809589330354777,-0.003376837638435577,0.7240951443777675,-0.11265641193166638,-0.14354310592113528,0.5607191542267788,0.10268367685911761,-0.07867170534379946,0.5812733072015105,0.10069360984815556,0.537888903739701,0.19304821412944592,0.38549627512679013,0.5887268549843266,0.1590854152170633,0.07244888490343834,0.30944620080592267,0.0882650281568949,-0.043729676662296796,0.4905583879284305,0.08187905524990342,-0.05463519363366974,-0.02036183881667331,1.0,0.052635257670433325,0.03692792536527384,-0.23162140129346137,0.6644930129660747,0.08883303133783152,0.21830518618607178,0.20821825807163602,0.7932674382645448,0.7855818815854883,0.9087962251786111
lockdown,0.8544098443891568,0.2078993923649602,0.1200381757770298,0.4016496632138497,0.27954400466291923,-0.1997995525410191,0.8461768691016415,-0.010666736357409091,-0.10504364632714257,0.1238845251809697,-0.038052571618633645,-0.16716288056468165,0.02683276206294788,0.9423017470714589,0.12501431088737525,-0.2148283252240664,-0.07080878963606888,-0.09577170151695984,0.02655771123796114,-0.19410967954042577,-0.13969722514088467,-0.4207697316050281,-0.07691722901512009,-0.2963552339826112,-0.2174896763833566,0.22703582443723339,-0.06820918778236011,-0.1078286718783775,0.12384912605236426,0.14538284922700262,-0.0313740699484716,-0.09532709530913562,-0.15424031034370292,-0.05437109585737836,0.1645108555184387,0.01693116084635014,-0.06529553295251865,0.5434436617402728,0.09970076987360701,0.3312870523301814,0.052635257670433325,1.0,-0.04011057077545382,-0.061917620655829966,0.3391744864531611,0.9523103373896447,0.49095931133122217,0.5307464353426047,-0.1742474646295825,-0.1356576497478276,-0.042165061739708125
rapid testing,-0.04133792385514568,0.03881387431019425,0.054605742875304925,0.030192376276363675,0.038668957542680384,0.188801672504827,-0.006803602020223066,-0.019479148715224794,-0.17591873055217344,-0.06399008176709253,0.044938906773298454,0.1168633216101935,-0.08990415792049677,-0.04689406355025019,0.03916428356751964,-0.0833539342226304,-0.006816102514762764,0.034137145861268266,0.15565647907293295,0.221257906584884,0.051211272106740445,0.06197679076461877,0.03696835316490445,0.092040324248022,-0.15411536650290206,0.0904251290948774,0.026234219315711925,-0.0436150281184472,-0.09481678971409907,-0.1396221657325553,-0.024445169286359234,0.3532399549022777,-0.01811193205303246,0.049536197131347534,-0.2123440409294834,-0.04548445993046987,-0.09144768660848908,-0.03690882356071949,-0.07657991902556245,-0.004107464645698345,0.03692792536527384,-0.04011057077545382,1.0,-0.07650464429672803,0.09614256747817237,-0.022641052619675767,-0.011273080254363242,-0.021398275223355256,0.07658169336827955,0.050186127147343905,0.053304433617536257
mass+testing,-0.06389430853391413,-0.2897629005451568,0.034930915427150475,-0.4274503257989921,-0.39535934427255587,-0.12552116230971397,-0.06625347323375246,-0.03949315767008757,-0.18857180044317576,-0.0747297745868096,-0.016361270496586446,-0.21927409024248426,0.2053273074832284,-0.08857793555079792,-0.15499157076578082,-0.14572170298611406,0.5555294976643304,-0.1357232230405587,0.13270341507948938,-0.19782112464671708,0.07823152167899428,0.0324200555057315,-0.19192566992756496,-0.344196302570182,-0.05231462340370793,-0.32758315069708355,0.26359579713495895,0.006019225552310719,-0.18376563955125216,-0.27953457626260864,-0.46670677289348833,-0.1007722420736429,-0.06614554709710428,-0.3495746220362839,-0.3649972638593805,-0.002261468724807635,-0.2647166728979717,-0.04084748246298372,0.013744765388532854,-0.019818523389638246,-0.23162140129346137,-0.061917620655829966,-0.07650464429672803,1.0,-0.462609346873905,-0.08593832896709609,-0.15836860176904632,-0.14439200462410787,-0.17598153346629788,-0.12867093987129014,-0.2731028023309445
testing,0.42014038451875974,0.7385600345632783,-0.0642353587983969,0.6114202363362329,0.8031563264929252,0.2306747915811107,0.3334536133188373,0.17124706957303082,0.22658951818018175,0.0589315398369425,0.31649928719092557,0.01189774090195348,0.014796052289636754,0.35400162870272084,0.17012603972709592,0.04549756027351708,-0.6413996314560784,0.46412013865520124,-0.08557549416834787,0.46016803913535365,-0.21561930431712406,-0.2926479417070991,0.3435010021888509,0.18438791524363302,-0.1645045292129232,0.5900760272744543,-0.00014508456929010323,0.42706441785775495,0.3463924923889001,0.39825282711865734,0.5068114689297338,0.12072954467411369,0.06033378852079878,0.4510212814656515,0.20305930931967078,0.046491847928963326,0.2438183509132843,0.19370326210073607,0.06485959888674647,0.031017345832843796,0.6644930129660747,0.3391744864531611,0.09614256747817237,-0.462609346873905,1.0,0.3593047802189864,0.3909624261287004,0.3818859987257588,0.48103872816618237,0.4794186128629011,0.6787349618395995
pandemic,0.8201038481160878,0.20363298165507013,0.1142642057635016,0.42903190030690963,0.3144369130905589,-0.14092400067986613,0.7454130090382762,-0.007129354870608816,-0.07586540662690344,0.09938548283582442,-0.048182614156972586,-0.18841791067402194,-0.01300330632444149,0.9141972090932943,0.14831473740526938,-0.18296232019114128,-0.11558610300926425,-0.06407212488006662,0.04068578535972106,-0.18418488104851324,-0.16045659083758565,-0.43457346545208,-0.025161941663474716,-0.28875978180985784,-0.2516820869437729,0.2488258817152428,-0.06938255283181688,-0.016553676048954625,0.11955717180602782,0.14439662033665637,-0.03627754817474591,-0.0762464839048704,-0.16519192759556495,-0.03073540101667018,0.12943658830398708,-0.013874161497724706,-0.06177879686053703,0.5211101864018215,0.07872085677604373,0.2677164297340556,0.08883303133783152,0.9523103373896447,-0.022641052619675767,-0.08593832896709609,0.3593047802189864,1.0,0.48777773952569214,0.5223588206543502,-0.14604503209733805,-0.10272710324268372,0.012284436056765937
corona virus,0.5199997712826749,0.11984377701905226,0.3415438994037966,0.3853350555754534,0.47306798564464914,-0.3138239020179218,0.5519632668942427,0.458091430749269,0.24955557888830235,0.09998668939312401,-0.02702053313769773,-0.2545637204933853,0.10348194590324546,0.4070403274645568,0.10804063638380082,-0.3290948457668687,-0.11710871918058277,0.15643876868162385,0.05449446257505187,0.06275887887022118,-0.17298760004161917,-0.4710094039249512,0.11337664747274478,-0.2643727340891001,-0.13708922356443326,0.1026505862154557,-0.16736939364271192,-0.053284990777517575,0.2764893885346848,0.04247855157032477,-0.038525056770783404,0.11391942764895663,-0.13117273916241665,0.26164751593619134,-0.10234099409570277,-0.14126518766961751,0.16175210943758853,0.34656945917921717,-0.0959532315300396,0.34678726579925967,0.21830518618607178,0.49095931133122217,-0.011273080254363242,-0.15836860176904632,0.3909624261287004,0.48777773952569214,1.0,0.9798497185921726,-0.0003374550339202191,0.06957862982965957,0.2920541929679242
coronavirus,0.5640663417229449,0.1186177321154196,0.2790801202071797,0.37908690289467284,0.46342450373839156,-0.3074637445208094,0.5744801951053546,0.4364528767274875,0.22745447159598772,0.11256939563243319,-0.06241592833974191,-0.2541205333809779,0.13821228342599345,0.43757983700643627,0.13583393350753278,-0.3098009614655507,-0.12663111538164756,0.10931781811320494,0.05385965176879506,0.05572714515513661,-0.16720740852648974,-0.4391304533272475,0.08487987837115053,-0.2850795972664999,-0.13869319632896923,0.11007836275998417,-0.15769498571355298,-0.08071181988826802,0.26150513574755613,0.056734754561641794,-0.059608325870003746,0.09535278574230541,-0.11181495435054184,0.23223551789292166,-0.06651796566003278,-0.1583003441326675,0.21352084366858595,0.39297140127519486,-0.0895546171589449,0.37933962961389817,0.20821825807163602,0.5307464353426047,-0.021398275223355256,-0.14439200462410787,0.3818859987257588,0.5223588206543502,0.9798497185921726,1.0,-0.05521510349357829,0.0038490566851272436,0.264957534352848
karapatan,-0.21531770390408764,0.6532423750438997,-0.14985884169268607,0.38593305714384896,0.6303230197766109,0.260357923901309,-0.1549828829432578,0.07576355475685746,0.19592818844934265,0.016341674704304494,0.2562519945090552,0.04772813328275102,-0.059770026278628985,-0.059019305614414354,0.12248001570053081,0.31835454759608767,-0.4670314257048976,0.7961651807844303,-0.04942656116092823,0.6411831193057348,-0.04957432392565016,0.025822492554667176,0.45027138472164213,0.18950225288389586,-0.0008698982520862554,0.4636986015995069,0.1589624917596315,0.44694183562827,0.14277075177941934,0.2323761138392783,0.46508666976934265,0.2128152151452371,0.1070699064638921,0.20986516503897099,0.11352229984088416,0.05786082649121667,0.3579038890791648,-0.09112915822313764,-0.08523693288925009,-0.17003439114569902,0.7932674382645448,-0.1742474646295825,0.07658169336827955,-0.17598153346629788,0.48103872816618237,-0.14604503209733805,-0.0003374550339202191,-0.05521510349357829,1.0,0.8773537746961473,0.7950288325823787
karapatang+pantao,-0.1582593849147836,0.6174529436420946,-0.0794563585523698,0.4114707259790508,0.581812857560814,0.15558003896590855,-0.10852452709003518,0.09683454863025927,0.23093665292399204,0.14858408269116213,0.23828286305346785,-0.10051418726060797,-0.04428194946798011,-0.028723906720867387,0.10972158318409767,0.11792892477826143,-0.39029743457727045,0.8368729866284406,-0.003217991775094784,0.5711619914245695,-0.10161247428998976,-0.14265868379349864,0.4883834202739249,0.16738266002039418,-0.06506449416887104,0.34879930914910706,0.18735484997211518,0.450891744413377,0.15909500094442053,0.17928410130722955,0.4732403339718569,0.18541363385290213,0.0849809313831026,0.17734551937746468,0.015450506410493291,-0.0362371994647124,0.25126229163941394,-0.17455126540811589,-0.07024571326021234,-0.07001420306103825,0.7855818815854883,-0.1356576497478276,0.050186127147343905,-0.12867093987129014,0.4794186128629011,-0.10272710324268372,0.06957862982965957,0.0038490566851272436,0.8773537746961473,1.0,0.7955368765209466
human+rights,-0.026236341497319373,0.7059922576082205,-0.054047723035751644,0.5545966403481646,0.8132177039318307,0.20575246933764121,-0.030243563257722997,0.1405300682755893,0.27296874507231056,0.10681792689048353,0.22346180118422773,-0.08247201016062111,0.0067909337475045,0.04264305226751377,0.12963898339904023,0.1833357712271373,-0.6272369392119244,0.8300474168179373,-0.0425762478953365,0.7182031015219055,-0.17070117689120007,-0.11947073487614361,0.5277687293242952,0.194367739828838,-0.030130107491920632,0.5673536121717837,0.060614122122183374,0.4800633036905232,0.1808995824194686,0.38997817202460955,0.5717729384973856,0.21230615507788875,0.09039207392246969,0.37143719342715537,0.04651893700078459,-0.08572259924236755,0.4955555674923211,0.04666772514981375,-0.0774528844107704,-0.06588564071378934,0.9087962251786111,-0.042165061739708125,0.053304433617536257,-0.2731028023309445,0.6787349618395995,0.012284436056765937,0.2920541929679242,0.264957534352848,0.7950288325823787,0.7955368765209466,1.0
